期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
2021069,2021-06-22(二),"06,11,18,20,23,26",05,5,8297648,130,158540,2322,3000,81432,200,1286895,10,10445152,5,"北京1注,上海1注,江苏1注,浙江1注,新疆1注,共5注。",805184330
2021068,2021-06-20(日),"04,14,18,24,31,32",15,7,8662562,232,138135,801,3000,60674,200,1280696,10,6324307,5,"北京1注,江苏1注,浙江1注,重庆1注,广东1注,四川1注,贵州1注,共7注。",784841657
2021067,2021-06-17(四),"01,11,19,23,25,29",09,6,7464865,61,303057,1349,3000,67848,200,1249765,10,13780675,5,"河北1注,黑龙江1注,安徽1注,广东1注,新疆2注,共6注。",749337326
2021066,2021-06-15(二),"02,06,19,26,30,33",15,14,6436433,145,173362,1873,3000,52905,200,1078175,10,8159462,5,"山西2注,辽宁1注,重庆5注,广东1注,贵州1注,云南1注,宁夏2注,新疆1注,共14注。",738667046
2021065,2021-06-13(日),"01,04,08,19,29,33",16,3,10000000,82,384177,883,3000,48427,200,1064673,10,5729443,5,"河南1注,广西1注,陕西1注,共3注。",753364365
2021064,2021-06-10(四),"04,06,08,15,16,18",16,4,10000000,112,242377,1407,3000,59259,200,1150957,10,7393611,5,"内蒙古1注,黑龙江1注,浙江1注,山东1注,共4注。",688856687
2021063,2021-06-08(二),"04,05,06,09,23,24",09,16,5000000,106,6000,3611,3000,161374,200,2345956,10,33168514,5,"北京3注,辽宁2注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东1注,湖北1注,广东1注,云南2注,深圳2注,共16注。",647417696
2021062,2021-06-06(日),"12,13,15,20,22,25",10,6,8804175,67,425840,1323,3000,61966,200,1244768,10,11177798,5,"上海1注,浙江1注,安徽1注,山东1注,四川1注,甘肃1注,共6注。",727417696
2021061,2021-06-03(四),"04,09,12,18,20,23",01,4,10000000,127,237150,959,3000,62484,200,1290322,10,7174534,5,"上海1注,山东1注,广东1注,深圳1注,共4注。",694648802
2021060,2021-06-01(二),"10,11,17,20,29,30",15,6,8356965,163,154461,1661,3000,81825,200,1479247,10,8447580,5,"内蒙古2注,吉林1注,浙江2注,陕西1注,共6注。",644294438
2021059,2021-05-30(日),"01,09,11,18,32,33",14,1,10000000,91,397078,1118,3000,53299,200,1079064,10,6091729,5,"广东1注,共1注。",618904511
2021058,2021-05-27(四),"09,11,13,18,19,28",14,5,9893453,96,318584,904,3000,57701,200,1285673,10,7612220,5,"河北1注,安徽1注,广西2注,新疆1注,共5注。",520502015
2021057,2021-05-25(二),"05,06,09,17,25,33",16,6,8882850,179,162689,1322,3000,84235,200,1724157,10,6288779,5,"河北1注,上海1注,山东1注,河南1注,广东2注,共6注。",478217025
2021056,2021-05-23(日),"08,21,22,23,29,32",01,10,7488306,215,144669,1472,3000,78355,200,1468157,10,8350697,5,"北京1注,辽宁1注,江苏1注,安徽1注,山东1注,河南1注,广东1注,广西1注,四川1注,甘肃1注,共10注。",444149990
2021055,2021-05-20(四),"03,11,12,16,22,28",10,29,5553793,206,97451,2385,3000,110566,200,1811703,10,11374448,5,"北京2注,河北4注,上海1注,浙江4注,安徽4注,福建1注,河南7注,广东2注,四川1注,贵州2注,云南1注,共29注。",425721551
2021054,2021-05-18(二),"07,13,21,22,24,31",02,4,10000000,83,374991,708,3000,42478,200,947362,10,7507515,5,"广东1注,广西1注,陕西1注,深圳1注,共4注。",526556537
2021053,2021-05-16(日),"07,10,14,16,24,33",16,3,10000000,84,355480,1096,3000,60756,200,1230629,10,9567511,5,"辽宁1注,山东1注,陕西1注,共3注。",473183576
2021052,2021-05-13(四),"03,04,06,19,21,30",14,1,10000000,171,171643,1362,3000,66878,200,1388168,10,7102418,5,"浙江1注,共1注。",413602410
2021051,2021-05-11(二),"08,09,10,19,27,29",15,10,6796944,309,72691,2165,3000,120940,200,1746527,10,9408099,5,"浙江1注,福建1注,山东1注,广东4注,云南1注,陕西2注,共10注。",335549357
2021050,2021-05-09(日),"02,09,10,16,25,28",08,22,5598001,248,66310,3639,3000,138091,200,2069574,10,14534301,5,"北京1注,山西2注,内蒙古2注,辽宁3注,浙江4注,福建1注,山东2注,重庆1注,河南1注,湖南1注,广东1注,宁夏3注,共22注。",336133387
2021049,2021-05-06(四),"04,11,13,22,25,32",01,4,10000000,78,440233,570,3000,36849,200,833050,10,5808232,5,"内蒙古3注,山东1注,共4注。",409954275
2021048,2021-05-04(二),"04,15,17,22,29,32",03,2,10000000,64,394580,872,3000,49389,200,981344,10,8577511,5,"河北1注,浙江1注,共2注。",346939552
2021047,2021-05-02(日),"03,07,13,16,24,29",01,5,9419460,231,119574,1279,3000,77757,200,1479677,10,7043793,5,"山西1注,山东1注,河南1注,湖北1注,广东1注,共5注。",291180168
2021046,2021-04-29(四),"05,09,13,21,28,33",06,24,5735971,122,180976,1736,3000,82894,200,1471684,10,12023685,5,"山西1注,内蒙古5注,浙江1注,安徽1注,山东2注,广东5注,四川5注,贵州1注,云南1注,陕西2注,共24注。",255412592
2021045,2021-04-27(二),"01,04,14,15,17,32",02,6,8717208,86,324175,1241,3000,58766,200,1208538,10,9157872,5,"浙江1注,湖北2注,云南2注,西藏1注,共6注。",326838472
2021044,2021-04-25(日),"05,07,14,17,26,28",13,5,10000000,160,213373,1040,3000,66683,200,1365326,10,7725647,5,"广西5注,共5注。",295504539
2021043,2021-04-22(四),"02,03,17,18,23,24",01,3,10000000,93,331233,1009,3000,57800,200,1208576,10,8236635,5,"河北1注,黑龙江1注,福建1注,共3注。",243085282
2021042,2021-04-20(二),"05,09,10,22,25,27",08,26,5498446,275,58907,3405,3000,137211,200,2165911,10,12703100,5,"山西3注,内蒙古1注,吉林1注,江苏1注,浙江4注,安徽1注,河南1注,湖北1注,湖南1注,广西3注,贵州1注,陕西3注,甘肃2注,宁夏1注,新疆2注,共26注。",180671046
2021041,2021-04-18(日),"02,09,18,23,26,32",14,54,5307817,367,56614,5538,3000,149845,200,1990456,10,10816631,5,"北京3注,天津1注,河北1注,内蒙古1注,辽宁2注,黑龙江2注,上海1注,江苏2注,浙江2注,福建1注,江西1注,山东7注,重庆4注,河南3注,湖北1注,广东4注,广西2注,四川6注,云南2注,陕西2注,甘肃2注,宁夏1注,新疆2注,深圳1注,共54注。",275032108
2021040,2021-04-15(四),"02,06,07,24,28,29",16,6,8652104,238,115087,1700,3000,77607,200,1344201,10,9088870,5,"河北2注,山西1注,浙江1注,安徽1注,湖北1注,共6注。",499321280
2021039,2021-04-13(二),"02,08,21,24,29,31",13,7,7814665,105,234555,1353,3000,69340,200,1334305,10,11039608,5,"江苏1注,重庆1注,广东1注,四川4注,共7注。",469061553
2021038,2021-04-11(日),"05,07,09,16,18,27",06,32,5502610,539,37299,3373,3000,146841,200,2362122,10,10657993,5,"辽宁2注,黑龙江2注,安徽1注,福建1注,山东1注,河南1注,广东4注,广西2注,海南1注,陕西15注,青海1注,新疆1注,共32注。",449879238
2021037,2021-04-08(四),"13,17,19,24,26,30",12,7,7856624,104,240340,1257,3000,69907,200,1362825,10,10420304,5,"内蒙古1注,黑龙江1注,安徽1注,广东2注,四川2注,共7注。",565649555
2021036,2021-04-06(二),"01,02,06,11,21,26",11,12,6690644,137,185107,1583,3000,75152,200,1283138,10,9011510,5,"天津1注,河北1注,内蒙古1注,福建2注,山东1注,海南2注,四川1注,云南1注,陕西1注,新疆1注,共12注。",545659537
2021035,2021-04-04(日),"12,14,18,20,26,28",11,7,7844638,153,162683,1043,3000,59213,200,1198261,10,12152869,5,"河北1注,辽宁1注,上海1注,河南1注,广东2注,深圳1注,共7注。",549868285
2021034,2021-04-01(四),"04,10,12,18,23,25",01,5,8852481,155,155342,1405,3000,78984,200,1512448,10,10743968,5,"广东1注,四川1注,贵州2注,深圳1注,共5注。",530109002
2021033,2021-03-30(二),"02,12,13,14,31,33",06,7,8001905,98,268027,1015,3000,58449,200,1174569,10,10817113,5,"辽宁1注,浙江1注,深圳5注,共7注。",502137377
2021032,2021-03-28(日),"01,05,08,15,16,30",03,12,6977206,187,158599,1541,3000,81404,200,1523897,10,10304984,5,"天津2注,河北2注,上海1注,江苏1注,浙江1注,山东1注,河南1注,贵州1注,陕西1注,新疆1注,共12注。",479350693
2021031,2021-03-25(四),"06,11,21,25,28,31",07,12,5950364,166,85876,2965,3000,127476,200,1988965,10,15926787,5,"北京1注,内蒙古2注,安徽1注,福建2注,江西1注,陕西2注,新疆3注,共12注。",474102879
2021030,2021-03-23(二),"08,09,13,27,29,31",05,7,8232900,143,197817,1361,3000,74815,200,1580208,10,8472158,5,"浙江1注,安徽1注,山东1注,河南2注,广东1注,四川1注,共7注。",502740835
2021029,2021-03-21(日),"08,10,15,17,22,30",12,17,5716335,234,65051,4149,3000,155643,200,2296641,10,15038352,5,"山西1注,黑龙江2注,江苏1注,浙江3注,福建3注,山东1注,重庆2注,河南1注,湖北1注,湖南1注,四川1注,共17注。",475507497
2021028,2021-03-18(四),"11,16,23,26,27,33",05,7,7433674,125,170357,1653,3000,81797,200,1492269,10,13699206,5,"天津1注,江苏2注,浙江1注,四川1注,贵州1注,云南1注,共7注。",527018817
2021027,2021-03-16(二),"05,07,09,16,20,26",08,23,5339305,391,24948,4253,3000,179331,200,2670711,10,13585289,5,"北京1注,天津1注,上海2注,江苏1注,浙江4注,山东4注,重庆1注,河南2注,湖北2注,广东3注,四川2注,共23注。",515170584
2021026,2021-03-14(日),"03,05,13,19,20,25",03,74,5079572,829,8878,10054,3000,262251,200,2868799,10,12551309,5,"北京1注,天津1注,河北4注,山西2注,内蒙古5注,辽宁2注,黑龙江1注,上海5注,江苏5注,浙江4注,安徽2注,福建3注,江西1注,山东12注,河南1注,湖北3注,湖南1注,广东8注,广西4注,四川1注,贵州3注,陕西1注,甘肃2注,宁夏2注,共74注。",608709487
2021025,2021-03-11(四),"06,08,14,17,18,30",11,6,8396506,166,153456,1286,3000,81196,200,1621302,10,8693532,5,"江苏1注,浙江3注,陕西1注,新疆1注,共6注。",962516400
2021024,2021-03-09(二),"01,04,06,10,11,18",02,5,9223370,139,189899,1532,3000,71981,200,1379701,10,7650897,5,"广东3注,甘肃1注,新疆1注,共5注。",936474051
2021023,2021-03-07(日),"02,21,22,23,27,28",11,4,9744205,85,279070,1493,3000,78678,200,1452819,10,13077370,5,"安徽1注,江西1注,广西1注,四川1注,共4注。",903402709
2021022,2021-03-04(四),"10,15,17,25,31,32",06,3,10000000,84,266346,1454,3000,77079,200,1424865,10,10733570,5,"北京1注,吉林1注,四川1注,共3注。",871216452
2021021,2021-03-02(二),"04,08,17,24,28,33",13,19,5979263,155,150048,1569,3000,67589,200,1196524,10,9727982,5,"北京10注,上海1注,浙江1注,山东3注,广东1注,广西1注,四川1注,陕西1注,共19注。",834097039
2021020,2021-02-28(日),"01,03,06,07,09,11",02,19,6085156,505,51034,2423,3000,108206,200,1748933,10,7899262,5,"北京1注,天津1注,河北1注,黑龙江1注,上海1注,江苏1注,江西1注,山东1注,广东5注,云南2注,宁夏2注,新疆2注,共19注。",877930510
2021019,2021-02-25(四),"12,16,17,24,28,29",08,6,6344519,104,96960,2630,3000,111444,200,1792877,10,16740762,5,"浙江1注,重庆2注,广西1注,云南1注,新疆1注,共6注。",916231105
2021018,2021-02-23(二),"02,08,14,23,25,32",06,3,10000000,128,193330,1192,3000,66905,200,1284280,10,8768376,5,"河北1注,辽宁1注,江苏1注,共3注。",924046536
2021017,2021-02-21(日),"09,15,18,29,32,33",02,6,8959033,116,255972,1241,3000,64086,200,1262820,10,13771604,5,"江西1注,海南1注,云南2注,陕西1注,新疆1注,共6注。",879807720
2021016,2021-02-07(日),"03,08,09,13,15,18",10,16,6134153,192,118140,2667,3000,127578,200,2306554,10,14404133,5,"江苏1注,安徽1注,山东1注,重庆2注,湖南3注,广东3注,贵州1注,云南2注,宁夏1注,深圳1注,共16注。",844483666
2021015,2021-02-04(四),"06,14,16,26,28,29",07,6,7672352,93,215512,1766,3000,80567,200,1485225,10,13293032,5,"天津1注,河北1注,黑龙江1注,山东1注,四川1注,陕西1注,共6注。",874580915
2021014,2021-02-02(二),"04,15,21,25,29,33",06,3,10000000,96,270821,1092,3000,59870,200,1156375,10,9611054,5,"上海2注,安徽1注,共3注。",860487095
2021013,2021-01-31(日),"06,09,12,16,27,31",06,17,5756403,169,95109,2696,3000,115789,200,1908413,10,16571545,5,"吉林1注,黑龙江1注,江苏1注,浙江7注,山东1注,湖北1注,湖南1注,广东1注,广西1注,云南2注,共17注。",812490648
2021012,2021-01-28(四),"03,06,14,18,20,26",01,17,5854248,218,83269,3232,3000,131613,200,2066088,10,9959544,5,"河北3注,内蒙古1注,江苏1注,浙江1注,安徽1注,山东3注,湖南1注,广东4注,广西1注,贵州1注,共17注。",862128803
2021011,2021-01-26(二),"05,10,16,23,27,33",14,18,5425200,228,41960,4092,3000,143134,200,1902016,10,15488908,5,"天津1注,河北1注,辽宁2注,江苏1注,浙江2注,安徽1注,福建1注,河南1注,湖北3注,湖南1注,广东1注,四川2注,陕西1注,共18注。",907192691
2021010,2021-01-24(日),"01,04,11,19,32,33",05,7,8060622,129,207600,1485,3000,61961,200,1207796,10,11480560,5,"黑龙江2注,上海2注,甘肃2注,新疆1注,共7注。",976145268
2021009,2021-01-21(四),"02,04,07,24,25,32",13,4,10000000,57,502273,839,3000,48800,200,1023809,10,8591142,5,"北京1注,辽宁1注,福建1注,广东1注,共4注。",952228282
2021008,2021-01-19(二),"01,05,07,14,18,33",07,4,8728131,86,216751,1307,3000,74215,200,1420459,10,13589776,5,"山西1注,内蒙古1注,山东1注,宁夏1注,共4注。",906339544
2021007,2021-01-17(日),"02,04,12,21,25,32",16,3,10000000,104,298114,851,3000,53412,200,1154564,10,8385470,5,"安徽1注,河南1注,陕西1注,共3注。",885330100
2021006,2021-01-14(四),"06,08,22,24,25,26",01,10,7377222,194,153171,938,3000,55395,200,1170832,10,7161782,5,"内蒙古1注,浙江1注,安徽1注,山东1注,河南3注,湖南1注,广西1注,四川1注,共10注。",822318331
2021005,2021-01-12(二),"07,09,14,26,30,31",04,14,6353946,76,311764,1515,3000,76343,200,1389048,10,9560127,5,"内蒙古1注,江苏1注,浙江1注,宁夏1注,深圳10注,共14注。",806944718
2021004,2021-01-10(日),"02,03,07,08,17,22",15,2,10000000,208,145638,1114,3000,72913,200,1543803,10,7953405,5,"河北1注,河南1注,共2注。",824817771
2021003,2021-01-07(四),"06,09,16,18,22,29",11,5,9406368,136,202498,1371,3000,66938,200,1327624,10,7143214,5,"黑龙江2注,江苏1注,浙江1注,陕西1注,共5注。",753939585
2021002,2021-01-05(二),"06,10,13,25,26,32",11,10,7105919,185,142291,1421,3000,73241,200,1406559,10,9034147,5,"北京2注,辽宁1注,福建3注,河南1注,湖南2注,深圳1注,共10注。",718352017
2021001,2021-01-03(日),"02,03,13,18,20,31",11,10,7034106,126,201796,1794,3000,84577,200,1553167,10,12387835,5,"山西1注,江苏1注,福建1注,山东1注,湖南2注,广东2注,广西2注,共10注。",710439245
2020134,2020-12-31(四),"02,09,10,20,22,26",01,48,5382786,275,83517,2423,3000,113586,200,1925649,10,10935118,5,"河北2注,内蒙古3注,福建37注,广东2注,广西2注,陕西1注,宁夏1注,共48注。",704501324
2020133,2020-12-29(二),"03,19,22,23,27,29",07,3,10000000,99,283877,938,3000,52045,200,1099329,10,8966016,5,"山东1注,四川2注,共3注。",893973468
2020132,2020-12-27(日),"01,04,11,12,14,23",04,5,10000000,106,309129,1439,3000,71618,200,1542457,10,8639908,5,"北京1注,辽宁2注,上海1注,西藏1注,共5注。",839661890
2020131,2020-12-24(四),"08,19,22,26,27,30",07,10,6733037,139,155848,2474,3000,100798,200,1803509,10,12194588,5,"北京1注,山西2注,江苏1注,浙江1注,福建1注,江西2注,贵州1注,云南1注,共10注。",791358796
2020130,2020-12-22(二),"08,09,11,14,17,29",16,9,7096662,160,147421,1899,3000,109626,200,2027730,10,11248475,5,"辽宁1注,江苏1注,浙江2注,山东1注,广东3注,宁夏1注,共9注。其中一等奖特别奖为：辽宁1注,江苏1注,浙江2注,广东2注,宁夏1注；一等奖普惠奖为：山东1注,广东1注。",793700272
2020129,2020-12-20(日),"01,02,05,15,28,33",04,14,6613195,116,243370,1426,3000,69955,200,1354717,10,13030751,5,"北京1注,江苏6注,安徽2注,江西1注,贵州1注,云南1注,陕西2注,共14注。其中一等奖特别奖为：江苏5注,安徽1注,江西1注,云南1注,陕西2注；一等奖普惠奖为：北京1注,江苏1注,安徽1注,贵州1注。",786807887
2020128,2020-12-17(四),"08,10,15,16,23,26",10,14,6055174,137,134785,2252,3000,102352,200,1676644,10,15148292,5,"河北2注,辽宁1注,吉林1注,黑龙江1注,浙江1注,福建3注,广东1注,广西2注,四川1注,陕西1注,共14注。其中一等奖特别奖为：河北2注,辽宁1注,吉林1注,黑龙江1注,浙江1注,福建3注,四川1注；一等奖普惠奖为：广东1注,广西2注,陕西1注。",794699858
2020127,2020-12-15(二),"01,04,18,19,26,31",07,9,6838584,183,113027,2089,3000,95984,200,1587897,10,12942435,5,"山西1注,内蒙古1注,黑龙江1注,河南2注,陕西3注,深圳1注,共9注。其中一等奖特别奖为：黑龙江1注,河南1注；一等奖普惠奖为：山西1注,内蒙古1注,河南1注,陕西3注,深圳1注。",824075658
2020126,2020-12-13(日),"03,07,12,14,23,28",11,33,5506107,337,61949,3478,3000,148334,200,2363903,10,12085627,5,"北京1注,辽宁2注,吉林2注,上海2注,江苏1注,浙江2注,山东1注,湖北10注,广东2注,云南3注,陕西2注,甘肃1注,新疆4注,共33注。其中一等奖特别奖为：辽宁1注,吉林1注,上海1注,江苏1注,浙江2注,湖北10注,广东1注,云南2注,陕西2注,新疆3注；一等奖普惠奖为：北京1注,辽宁1注,吉林1注,上海1注,山东1注,广东1注,云南1注,甘肃1注,新疆1注。",823570698
2020125,2020-12-10(四),"05,12,16,26,30,31",13,8,8008557,162,185713,1382,3000,69376,200,1401570,10,9042467,5,"江苏1注,浙江1注,山东1注,广东1注,四川1注,云南1注,陕西1注,宁夏1注,共8注。其中一等奖特别奖为：江苏1注,浙江1注,山东1注,广东1注,云南1注,宁夏1注；一等奖普惠奖为：四川1注,陕西1注。",942641447
2020124,2020-12-08(二),"16,18,19,20,29,33",12,3,10000000,53,485568,1116,3000,60317,200,1221178,10,12535272,5,"吉林1注,江苏1注,广东1注,共3注。其中一等奖特别奖为：吉林1注；一等奖普惠奖为：江苏1注,广东1注。",916453174
2020123,2020-12-06(日),"01,03,18,19,26,29",03,5,10000000,106,343394,1231,3000,64383,200,1298514,10,8312369,5,"河北1注,江苏2注,山东2注,共5注。其中一等奖特别奖为：江苏1注；一等奖普惠奖为：河北1注,江苏1注,山东2注。",869247735
2020122,2020-12-03(四),"12,15,17,24,26,31",15,7,8506055,484,63384,1246,3000,97809,200,1761733,10,8047131,5,"山西1注,安徽1注,江西1注,湖北1注,四川1注,陕西1注,甘肃1注,共7注。其中一等奖特别奖为：山西1注,江西1注,甘肃1注；一等奖普惠奖为：安徽1注,湖北1注,四川1注,陕西1注。",810048147
2020121,2020-12-01(二),"02,04,06,21,25,29",03,5,9656537,91,319817,1286,3000,76982,200,1459850,10,11657007,5,"内蒙古1注,湖北1注,四川2注,陕西1注,共5注。其中一等奖特别奖为：湖北1注,四川1注,陕西1注；一等奖普惠奖为：内蒙古1注,四川1注。",777556587
2020120,2020-11-29(日),"01,02,03,04,09,10",12,28,5529239,535,34623,7705,3000,110724,200,1919141,10,18428336,5,"北京3注,河北2注,辽宁2注,浙江4注,安徽2注,福建2注,山东1注,重庆1注,广东2注,广西1注,新疆7注,深圳1注,共28注。其中一等奖特别奖为：北京3注,辽宁2注,浙江3注,安徽1注,福建2注,重庆1注,广东1注,广西1注,新疆6注；一等奖普惠奖为：河北2注,浙江1注,安徽1注,山东1注,广东1注,新疆1注,深圳1注。",738529199
